mmsi,geartype,secondary geartype,length,tonnage,country
257172140,Fishing vessel,Fishing vessel,,,NOR
257172240,Fishing vessel,Fishing vessel,,3.0,
257172340,Fishing vessel,Fishing vessel,,,
257172420,Fishing vessel,Fishing vessel,,,
257172440,Fishing vessel,Fishing vessel,,20.0,NOR
257172500,Fishing vessel,Fishing vessel,,,NOR
257172520,Fishing vessel,Fishing vessel,,,
257172540,Fishing vessel,Fishing vessel,,,
257172600,Fishing vessel,Fishing vessel,,,NOR
257172640,Fishing vessel,Fishing vessel,,,
257172720,Fishing vessel,Fishing vessel,,,NOR
257172740,Fishing vessel,Fishing vessel,,12.0,NOR
257172820,Fishing vessel,Fishing vessel,,,NOR
257172920,Fishing vessel,Fishing vessel,,,NOR
257173500,Fishing vessel,Fishing vessel,,,NOR
257173620,Fishing vessel,Fishing vessel,,,NOR
257174140,Fishing vessel,Fishing vessel,,,NOR
257174220,Fishing vessel,Fishing vessel,,,NOR
257174420,Fishing vessel,Fishing vessel,,,NOR
257174440,Fishing vessel,Fishing vessel,,,NOR
257174540,Fishing vessel,Fishing vessel,,,NOR
257175020,Fishing vessel,Fishing vessel,,,NOR
257175040,Fishing vessel,Fishing vessel,,,NOR
257175220,Fishing vessel,Fishing vessel,,,NOR
257175320,Fishing vessel,Fishing vessel,,,NOR
257175420,Fishing vessel,Fishing vessel,,,NOR
257175440,Fishing vessel,Fishing vessel,,,NOR
257175820,Fishing vessel,Fishing vessel,,,NOR
257176320,Fishing vessel,Fishing vessel,,,NOR
257176540,Fishing vessel,Fishing vessel,,,NOR
257176620,Fishing vessel,Fishing vessel,,,NOR
257176640,Fishing vessel,Fishing vessel,,,NOR
257176720,Fishing vessel,Fishing vessel,,,
257177000,Fishing vessel,Fishing vessel,,932.0,NOR
257177020,Fishing vessel,Fishing vessel,,38.0,
257177040,Fishing vessel,Fishing vessel,,10.0,NOR
257177120,Fishing vessel,Fishing vessel,,41.0,NOR
257177140,Fishing vessel,Fishing vessel,,,
257177240,Fishing vessel,Fishing vessel,,,
257177340,Fishing vessel,Fishing vessel,,,NOR
257177500,Fishing vessel,Fishing vessel,,,NOR
257177540,Fishing vessel,Fishing vessel,,,
257177640,Fishing vessel,Fishing vessel,,,
257177740,Fishing vessel,Fishing vessel,,,
257177820,Fishing vessel,Fishing vessel,,25.0,
257177840,Fishing vessel,Fishing vessel,,,
257177900,Fishing vessel,Fishing vessel,,,
257177940,Fishing vessel,Fishing vessel,,,
257178140,Fishing vessel,Fishing vessel,,,
257178240,Fishing vessel,Fishing vessel,,,
257178340,Fishing vessel,Fishing vessel,,,
257178500,Fishing vessel,Fishing vessel,,12.0,
257178640,Fishing vessel,Fishing vessel,,,
257178800,Fishing vessel,Fishing vessel,,,NOR
257178840,Fishing vessel,Fishing vessel,,,
257178940,Fishing vessel,Fishing vessel,,,NOR
257179040,Fishing vessel,Fishing vessel,,,
257179140,Fishing vessel,Fishing vessel,,,
257179240,Fishing vessel,Fishing vessel,,,NOR
257179440,Fishing vessel,Fishing vessel,,,
257179500,Fishing vessel,Fishing vessel,,5.0,
257179640,Fishing vessel,Fishing vessel,,,NOR
257179740,Fishing vessel,Fishing vessel,,,
257179800,Fishing vessel,Fishing vessel,,,
257179820,Fishing vessel,Fishing vessel,,19.0,NOR
257179940,Fishing vessel,Fishing vessel,,,NOR
257180000,Fishing vessel,Fishing vessel,,1206.0,NOR
257180040,Fishing vessel,Fishing vessel,,,
257180140,Fishing vessel,Fishing vessel,,,
257180220,Fishing vessel,Fishing vessel,,27.0,
257180340,Fishing vessel,Fishing vessel,,,
257180440,Fishing vessel,Fishing vessel,,,NOR
257180500,Fishing vessel,Fishing vessel,,,
257180640,Fishing vessel,Fishing vessel,,,
257180700,Fishing vessel,Fishing vessel,,,NOR
257180740,Fishing vessel,Fishing vessel,,,NOR
257180800,Fishing vessel,Fishing vessel,,,NOR
257180820,Fishing vessel,Fishing vessel,,24.0,
257180840,Fishing vessel,Fishing vessel,,,
257181020,Fishing vessel,Fishing vessel,,50.0,NOR
257181140,Fishing vessel,Fishing vessel,,,
257181340,Fishing vessel,Fishing vessel,,15.0,
257181540,Fishing vessel,Fishing vessel,,,
257181840,Fishing vessel,Fishing vessel,,14.0,
257182240,Fishing vessel,Fishing vessel,,3.0,
257182340,Fishing vessel,Fishing vessel,,,NOR
257182440,Fishing vessel,Fishing vessel,,,NOR
257182540,Fishing vessel,Fishing vessel,,,
257182620,Fishing vessel,Fishing vessel,,,
257182640,Fishing vessel,Fishing vessel,,,NOR
257182820,Fishing vessel,Fishing vessel,,,
257182840,Fishing vessel,Fishing vessel,,5.0,NOR
257182920,Fishing vessel,Fishing vessel,,,
257182940,Fishing vessel,Fishing vessel,,8.0,
257183040,Fishing vessel,Fishing vessel,,8.0,
257183140,Fishing vessel,Fishing vessel,,,NOR
257183320,Fishing vessel,Fishing vessel,,,
257183340,Fishing vessel,Fishing vessel,,,
257183440,Fishing vessel,Fishing vessel,,,
257183500,Fishing vessel,Fishing vessel,,,NOR
257183620,Fishing vessel,Fishing vessel,,,
257183640,Fishing vessel,Fishing vessel,,,
257183840,Fishing vessel,Fishing vessel,,,
257183920,Fishing vessel,Fishing vessel,,,
257183940,Fishing vessel,Fishing vessel,,,NOR
257184220,Fishing vessel,Fishing vessel,,10.0,NOR
257184240,Fishing vessel,Fishing vessel,,11.0,
257184340,Trawlers,Trawlers,,24.0,NOR
257184440,Fishing vessel,Fishing vessel,,12.0,
257184500,Fishing vessel,Fishing vessel,,,
257184520,Fishing vessel,Fishing vessel,,,
257184600,Fishing vessel,Fishing vessel,,,
257184740,Fishing vessel,Fishing vessel,,,
257184840,Fishing vessel,Fishing vessel,,,
257184920,Fishing vessel,Fishing vessel,,,
257184940,Fishing vessel,Fishing vessel,,4.0,
257185020,Fishing vessel,Fishing vessel,,,NOR
257185040,Fishing vessel,Fishing vessel,,,
257185140,Fishing vessel,Fishing vessel,,,
257185240,Fishing vessel,Fishing vessel,,,NOR
257185340,Fishing vessel,Fishing vessel,,15.0,
257185420,Fishing vessel,Fishing vessel,,,NOR
257185440,Fishing vessel,Fishing vessel,,8.0,NOR
257185520,Fishing vessel,Fishing vessel,,,
257185540,Fishing vessel,Fishing vessel,,12.0,
257185600,Fishing vessel,Fishing vessel,,,
257185620,Fishing vessel,Fishing vessel,,,
257185640,Fishing vessel,Fishing vessel,,8.0,NOR
257185940,Fishing vessel,Fishing vessel,,,NOR
257186040,Fishing vessel,Fishing vessel,,30.0,NOR
257186120,Fishing vessel,Fishing vessel,,,
257186140,Fishing vessel,Fishing vessel,,,NOR
257186340,Fishing vessel,Fishing vessel,,,NOR
257186440,Fishing vessel,Fishing vessel,,,NOR
257186500,Fishing vessel,Fishing vessel,,,
257186520,Fishing vessel,Fishing vessel,,,
257186640,Fishing vessel,Fishing vessel,,,
257186740,Fishing vessel,Fishing vessel,,,
257186840,Fishing vessel,Fishing vessel,,,
257186940,Fishing vessel,Fishing vessel,,,
257187020,Fishing vessel,Fishing vessel,,,
257187220,Fishing vessel,Fishing vessel,,,
257187240,Fishing vessel,Fishing vessel,,9.0,
257187440,Fishing vessel,Fishing vessel,,,
257187500,Fishing vessel,Fishing vessel,,,NOR
257187640,Fishing vessel,Fishing vessel,,,
257187800,Fishing vessel,Fishing vessel,,,
257187840,Fishing vessel,Fishing vessel,,3.0,
257188020,Fishing vessel,Fishing vessel,,,
257188320,Fishing vessel,Fishing vessel,,,
257188440,Fishing vessel,Fishing vessel,,,
257188500,Fishing vessel,Fishing vessel,,,NOR
257188540,Fishing vessel,Fishing vessel,,24.0,NOR
257188600,Fishing vessel,Fishing vessel,,,
257188620,Fishing vessel,Fishing vessel,,,
257188640,Fishing vessel,Fishing vessel,,4.0,
257188740,Fishing vessel,Fishing vessel,,7.0,
257188800,Fishing vessel,Fishing vessel,,,
257188840,Fishing vessel,Fishing vessel,,1.0,
257188920,Fishing vessel,Fishing vessel,,,
257188940,Fishing vessel,Fishing vessel,,3.0,
257189020,Fishing vessel,Fishing vessel,,,NOR
257189040,Fishing vessel,Fishing vessel,,,NOR
257189140,Fishing vessel,Fishing vessel,,,
257189240,Fishing vessel,Fishing vessel,,,NOR
257189520,Fishing vessel,Fishing vessel,,,
257189600,Fishing vessel,Fishing vessel,,,NOR
257189620,Fishing vessel,Fishing vessel,,,
257189640,Fishing vessel,Fishing vessel,,,
257189720,Fishing vessel,Fishing vessel,,,
257189740,Fishing vessel,Fishing vessel,,,
257189800,Fishing vessel,Fishing vessel,,,NOR
257189940,Fishing vessel,Fishing vessel,,,
257190020,Fishing vessel,Fishing vessel,,,
257190040,Fishing vessel,Fishing vessel,,,
257190140,Fishing vessel,Fishing vessel,,,NOR
257190220,Fishing vessel,Fishing vessel,,10.0,
257190320,Fishing vessel,Fishing vessel,,,
257190440,Fishing vessel,Fishing vessel,,,NOR
257190540,Fishing vessel,Fishing vessel,,8.0,NOR
257190640,Fishing vessel,Fishing vessel,,,
257190720,Fishing vessel,Fishing vessel,,,NOR
257190820,Fishing vessel,Fishing vessel,,,
257190900,Fishing vessel,Fishing vessel,,,
257190940,Fishing vessel,Fishing vessel,,,
257191020,Fishing vessel,Fishing vessel,,,NOR
257191120,Fishing vessel,Fishing vessel,,,
257191140,Fishing vessel,Fishing vessel,,,
257191240,Fishing vessel,Fishing vessel,,,
257191340,Fishing vessel,Fishing vessel,,,
257191440,Fishing vessel,Fishing vessel,,,NOR
257191540,Fishing vessel,Fishing vessel,,,
257191640,Fishing vessel,Fishing vessel,,,
257191740,Fishing vessel,Fishing vessel,,,
257191820,Fishing vessel,Fishing vessel,,,
257192240,Fishing vessel,Fishing vessel,,,
257192320,Fishing vessel,Fishing vessel,,,
257192340,Fishing vessel,Fishing vessel,,,
257192440,Fishing vessel,Fishing vessel,,,
257192540,Fishing vessel,Fishing vessel,,,NOR
257192720,Fishing vessel,Fishing vessel,,9.0,
257192740,Fishing vessel,Fishing vessel,,,
257193020,Fishing vessel,Fishing vessel,,,NOR
257193040,Fishing vessel,Fishing vessel,,,
257193120,Fishing vessel,Fishing vessel,,,
257193220,Fishing vessel,Fishing vessel,,,NOR
257193320,Fishing vessel,Fishing vessel,,,
257193340,Fishing vessel,Fishing vessel,,,NOR
257193420,Fishing vessel,Fishing vessel,,,
257193440,Fishing vessel,Fishing vessel,,,
257193500,Fishing vessel,Fishing vessel,,,NOR
257193640,Fishing vessel,Fishing vessel,,15.0,
257193820,Fishing vessel,Fishing vessel,,14.0,NOR
257193920,Fishing vessel,Fishing vessel,,15.0,
257193940,Fishing vessel,Fishing vessel,,7.0,NOR
257194140,Fishing vessel,Fishing vessel,,,
257194240,Fishing vessel,Fishing vessel,,8.0,
257194320,Fishing vessel,Fishing vessel,,,
257194340,Fishing vessel,Fishing vessel,,,
257194420,Fishing vessel,Fishing vessel,,,NOR
257194440,Fishing vessel,Fishing vessel,,,NOR
257194540,Fishing vessel,Fishing vessel,,,
257194740,Fishing vessel,Fishing vessel,,,
257194840,Fishing vessel,Fishing vessel,,,
257194920,Fishing vessel,Fishing vessel,,,
257195140,Fishing vessel,Fishing vessel,,,NOR
257195220,Fishing vessel,Fishing vessel,,,
257195240,Fishing vessel,Fishing vessel,,,
257195420,Fishing vessel,Fishing vessel,,,
257195440,Fishing vessel,Fishing vessel,,,
257195540,Fishing vessel,Fishing vessel,,,
257195620,Fishing vessel,Fishing vessel,,,NOR
257195740,Fishing vessel,Fishing vessel,,,
257195840,Fishing vessel,Fishing vessel,,,NOR
257196120,Fishing vessel,Fishing vessel,,,
257196140,Fishing vessel,Fishing vessel,,,
257196240,Fishing vessel,Fishing vessel,,6.0,
257196320,Fishing vessel,Fishing vessel,,,
257196340,Fishing vessel,Fishing vessel,,11.0,NOR
257196500,Fishing vessel,Fishing vessel,,,NOR
257196540,Fishing vessel,Fishing vessel,,,
257196620,Fishing vessel,Fishing vessel,,,
257196640,Fishing vessel,Fishing vessel,,,NOR
257196720,Fishing vessel,Fishing vessel,,10.0,
257196740,Fishing vessel,Fishing vessel,,14.0,
257196840,Fishing vessel,Fishing vessel,,,
257196900,Fishing vessel,Fishing vessel,,,
257196940,Fishing vessel,Fishing vessel,,20.0,NOR
257197000,Fishing vessel,Fishing vessel,,173.0,NOR
257197020,Fishing vessel,Fishing vessel,,,
257197120,Fishing vessel,Fishing vessel,,,
257197320,Fishing vessel,Fishing vessel,,,
257197340,Fishing vessel,Fishing vessel,,,NOR
257197520,Fishing vessel,Fishing vessel,,,
257197540,Fishing vessel,Fishing vessel,,,
257197640,Fishing vessel,Fishing vessel,,8.0,
257197840,Fishing vessel,Fishing vessel,,,
257197940,Fishing vessel,Fishing vessel,,,
257198000,Fishing vessel,Fishing vessel,,314.0,NOR
257198040,Fishing vessel,Fishing vessel,,,NOR
257198220,Fishing vessel,Fishing vessel,,,NOR
257198240,Fishing vessel,Fishing vessel,,,
257198320,Fishing vessel,Fishing vessel,,,
257198340,Fishing vessel,Fishing vessel,,,NOR
257198420,Fishing vessel,Fishing vessel,,,
257198440,Fishing vessel,Fishing vessel,,,NOR
257198540,Fishing vessel,Fishing vessel,,,NOR
257198640,Fishing vessel,Fishing vessel,,4.0,
257198720,Fishing vessel,Fishing vessel,,,
257198820,Fishing vessel,Fishing vessel,,,
257198840,Fishing vessel,Fishing vessel,,,
257198920,Fishing vessel,Fishing vessel,,,NOR
257198940,Fishing vessel,Fishing vessel,,,
257199040,Fishing vessel,Fishing vessel,,,
257199240,Fishing vessel,Fishing vessel,,,NOR
257199320,Fishing vessel,Fishing vessel,,,
257199440,Fishing vessel,Fishing vessel,,,
257199540,Fishing vessel,Fishing vessel,,,
257199600,Fishing vessel,Fishing vessel,,,NOR
257199640,Fishing vessel,Fishing vessel,,14.0,NOR
257199800,Fishing vessel,Fishing vessel,,,NOR
257199840,Fishing vessel,Fishing vessel,,25.0,
257199940,Fishing vessel,Fishing vessel,,,
257200020,Fishing vessel,Fishing vessel,,,
257200040,Fishing vessel,Fishing vessel,,,
257200220,Fishing vessel,Fishing vessel,,,NOR
257200340,Fishing vessel,Fishing vessel,,,
257200540,Fishing vessel,Fishing vessel,,,
257200620,Fishing vessel,Fishing vessel,,,NOR
257200640,Fishing vessel,Fishing vessel,,15.0,NOR
257200720,Fishing vessel,Fishing vessel,,,
257200740,Fishing vessel,Fishing vessel,,3.0,
257200840,Fishing vessel,Fishing vessel,,,NOR
257200920,Fishing vessel,Fishing vessel,,,
257200940,Fishing vessel,Fishing vessel,,8.0,
257201020,Fishing vessel,Fishing vessel,,,NOR
257201040,Fishing vessel,Fishing vessel,,,
257201120,Fishing vessel,Fishing vessel,,,
257201140,Fishing vessel,Fishing vessel,,23.0,
257201220,Fishing vessel,Fishing vessel,,,
257201240,Fishing vessel,Fishing vessel,,,
257201320,Fishing vessel,Fishing vessel,,,
257201420,Fishing vessel,Fishing vessel,,,
257201540,Fishing vessel,Fishing vessel,,,NOR
257201620,Fishing vessel,Fishing vessel,,,
257201640,Fishing vessel,Fishing vessel,,,NOR
257201720,Fishing vessel,Fishing vessel,,,
257201740,Fishing vessel,Fishing vessel,,,
257201820,Fishing vessel,Fishing vessel,,,
257201900,Fishing vessel,Fishing vessel,,,
257201920,Fishing vessel,Fishing vessel,,,
257201940,Fishing vessel,Fishing vessel,,,NOR
257202120,Fishing vessel,Fishing vessel,,,NOR
257202140,Fishing vessel,Fishing vessel,,,
257202320,Fishing vessel,Fishing vessel,,,
257202340,Fishing vessel,Fishing vessel,,,
257202420,Fishing vessel,Fishing vessel,,,
257202540,Fishing vessel,Fishing vessel,,,
257202640,Fishing vessel,Fishing vessel,,8.0,
257202820,Fishing vessel,Fishing vessel,,8.0,
257202840,Fishing vessel,Fishing vessel,,,
257202920,Fishing vessel,Fishing vessel,,,
257202940,Fishing vessel,Fishing vessel,,,NOR
257203000,Trawlers,Trawlers,,2188.0,NOR
257203020,Fishing vessel,Fishing vessel,,,
257203120,Fishing vessel,Fishing vessel,,,
257203140,Fishing vessel,Fishing vessel,,3.0,
257203240,Fishing vessel,Fishing vessel,,,
257203420,Fishing vessel,Fishing vessel,,,
257203500,Fishing vessel,Fishing vessel,,,
257203640,Fishing vessel,Fishing vessel,,,NOR
257203740,Fishing vessel,Fishing vessel,,,
257203800,Fishing vessel,Fishing vessel,,5.0,
257203900,Fishing vessel,Fishing vessel,,,NOR
257203940,Fishing vessel,Fishing vessel,,,NOR
257204040,Fishing vessel,Fishing vessel,,,
257204140,Fishing vessel,Fishing vessel,,,
257204240,Fishing vessel,Fishing vessel,,,NOR
257204320,Fishing vessel,Fishing vessel,,,
257204340,Fishing vessel,Fishing vessel,,,
257204420,Fishing vessel,Fishing vessel,,,
257204440,Fishing vessel,Fishing vessel,,,
257204540,Fishing vessel,Fishing vessel,,,
257204620,Fishing vessel,Fishing vessel,,,NOR
257204640,Fishing vessel,Fishing vessel,,9.0,NOR
257204740,Fishing vessel,Fishing vessel,,,
257204820,Fishing vessel,Fishing vessel,,,
257204840,Fishing vessel,Fishing vessel,,,
257204920,Fishing vessel,Fishing vessel,,,
257204940,Fishing vessel,Fishing vessel,,,NOR
257205040,Fishing vessel,Fishing vessel,,,NOR
257205120,Fishing vessel,Fishing vessel,,,
257205140,Fishing vessel,Fishing vessel,,,
257205220,Fishing vessel,Fishing vessel,,,NOR
257205240,Fishing vessel,Fishing vessel,,,
257205320,Fishing vessel,Fishing vessel,,,
257205340,Fishing vessel,Fishing vessel,,,
257205440,Fishing vessel,Fishing vessel,,,
257205540,Fishing vessel,Fishing vessel,,8.0,NOR
257205620,Fishing vessel,Fishing vessel,,,
257205640,Fishing vessel,Fishing vessel,,,NOR
257205740,Fishing vessel,Fishing vessel,,5.0,
257205840,Fishing vessel,Fishing vessel,,,
257205920,Fishing vessel,Fishing vessel,,,
257205940,Fishing vessel,Fishing vessel,,,
257206040,Fishing vessel,Fishing vessel,,,NOR
257206140,Fishing vessel,Fishing vessel,,,
257206240,Fishing vessel,Fishing vessel,,24.0,
257206420,Fishing vessel,Fishing vessel,,,
257206440,Fishing vessel,Fishing vessel,,,
257206520,Fishing vessel,Fishing vessel,,,
257206540,Fishing vessel,Fishing vessel,,,NOR
257206620,Fishing vessel,Fishing vessel,,,
257206640,Fishing vessel,Fishing vessel,,2.0,
257206740,Fishing vessel,Fishing vessel,,5.0,
257206940,Fishing vessel,Fishing vessel,,,
257207040,Fishing vessel,Fishing vessel,,,
257207240,Fishing vessel,Fishing vessel,,,
257207320,Fishing vessel,Fishing vessel,,,
257207340,Fishing vessel,Fishing vessel,,,
257207420,Fishing vessel,Fishing vessel,,,
257207540,Fishing vessel,Fishing vessel,,,
257207640,Fishing vessel,Fishing vessel,,,
257207720,Fishing vessel,Fishing vessel,,,
257207740,Fishing vessel,Fishing vessel,,14.0,NOR
257207920,Fishing vessel,Fishing vessel,,,NOR
257208120,Fishing vessel,Fishing vessel,,12.0,NOR
257208140,Fishing vessel,Fishing vessel,,,NOR
257208220,Fishing vessel,Fishing vessel,,,
257208240,Fishing vessel,Fishing vessel,,,
257208420,Fishing vessel,Fishing vessel,,,
257208520,Fishing vessel,Fishing vessel,,,
257208620,Fishing vessel,Fishing vessel,,,
257208740,Fishing vessel,Fishing vessel,,,
257208820,Fishing vessel,Fishing vessel,,,
257208840,Fishing vessel,Fishing vessel,,,NOR
257208940,Fishing vessel,Fishing vessel,,20.0,
257209040,Fishing vessel,Fishing vessel,,,
257209320,Fishing vessel,Fishing vessel,,,
257209340,Fishing vessel,Fishing vessel,,8.0,
257209440,Fishing vessel,Fishing vessel,,12.0,NOR
257209540,Fishing vessel,Fishing vessel,,,
257209640,Fishing vessel,Fishing vessel,,,
257209820,Fishing vessel,Fishing vessel,,,
257209840,Fishing vessel,Fishing vessel,,,
257209940,Fishing vessel,Fishing vessel,,,
257210040,Fishing vessel,Fishing vessel,,7.0,
257210140,Fishing vessel,Fishing vessel,,,
257210240,Fishing vessel,Fishing vessel,,,NOR
257210340,Fishing vessel,Fishing vessel,,,
257210440,Fishing vessel,Fishing vessel,,,
257210540,Fishing vessel,Fishing vessel,,,
257210600,Fishing vessel,Fishing vessel,,,NOR
257210620,Fishing vessel,Fishing vessel,,9.0,
257210640,Fishing vessel,Fishing vessel,,,
257210720,Fishing vessel,Fishing vessel,,,
257210740,Fishing vessel,Fishing vessel,,,
257210840,Fishing vessel,Fishing vessel,,2.0,
257210920,Fishing vessel,Fishing vessel,,,
257210940,Fishing vessel,Fishing vessel,,7.0,
257211040,Fishing vessel,Fishing vessel,,,
